role,os_type,os_version,hostname_pattern,business_function,department,open_ports,running_services,installed_roles,installed_software
Mail Server,Windows Server,Windows Server 2016,SRV,Messaging,IT,"[25, 110, 143]","[""SMTP"", ""IMAP""]","[""Messaging Server""]","[""Mail Gateway Connector""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Messaging,Infrastructure,"[25, 110, 143]","[""Mail Transfer Agent"", ""SMTP"", ""IMAP""]","[""Messaging Server""]","[""Exchange Admin Tools""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Corporate Communications,Infrastructure,"[25, 587, 993]","[""Mail Transfer Agent"", ""SMTP""]","[""Mail Server""]","[""Exchange Admin Tools""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Messaging,IT,"[25, 465, 587, 993]","[""Exchange"", ""SMTP"", ""Event Log"", ""WinRM""]","[""Mail Server"", ""Remote Administration"", ""Management Tools""]","[""Exchange Admin Tools""]"
Mail Server,Windows Server,Windows Server 2016,SRV,Corporate Communications,Infrastructure,"[25, 587, 993]","[""Exchange"", ""SMTP""]","[""Mail Server"", ""Management Tools"", ""Remote Administration""]","[""Mail Gateway Connector"", ""Backup Agent""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Corporate Communications,Infrastructure,"[25, 110, 143]","[""Exchange"", ""SMTP""]","[""Mail Server""]","[""Mail Gateway Connector""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Messaging,IT,"[25, 465, 587, 993]","[""Exchange"", ""SMTP"", ""Monitoring Service"", ""WinRM""]","[""Messaging Server""]","[""Microsoft Exchange""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Messaging,IT,"[25, 587, 993]","[""Mail Transfer Agent"", ""SMTP"", ""WinRM"", ""Event Log"", ""SMTP""]","[""Mail Server"", ""Management Tools""]","[""Exchange Admin Tools""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Email Infrastructure,IT,"[25, 110, 143]","[""SMTP"", ""IMAP"", ""WinRM"", ""Event Log""]","[""Messaging Server""]","[""Microsoft Exchange""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Messaging,IT,"[25, 110, 143]","[""SMTP"", ""IMAP"", ""IMAP""]","[""Messaging Server""]","[""Microsoft Exchange"", ""AV Scanner""]"
Mail Server,Windows Server,Windows Server 2016,SRV,Messaging,IT,"[25, 587, 993]","[""Exchange"", ""SMTP"", ""POP3""]","[""Mail Server"", ""Management Tools"", ""Remote Administration""]","[""Mail Gateway Connector"", ""Monitoring Agent"", ""Sysmon""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Messaging,IT,"[25, 587, 993]","[""SMTP"", ""IMAP"", ""Monitoring Service"", ""IMAP""]","[""Messaging Server""]","[""Exchange Admin Tools"", ""AV Scanner"", ""Backup Agent""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Corporate Communications,IT,"[25, 587, 993]","[""Exchange"", ""SMTP"", ""SMTP""]","[""Mail Server"", ""Remote Administration""]","[""Mail Gateway Connector""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Email Infrastructure,IT,"[25, 110, 143]","[""Mail Transfer Agent"", ""SMTP""]","[""Mail Server""]","[""Exchange Admin Tools""]"
Mail Server,Windows Server,Windows Server 2016,SRV,Email Infrastructure,Infrastructure,"[25, 465, 587, 993]","[""Exchange"", ""SMTP""]","[""Mail Server"", ""Remote Administration"", ""Management Tools""]","[""Mail Gateway Connector"", ""PowerShell"", ""Endpoint Protection""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Messaging,IT,"[25, 587, 993]","[""Mail Transfer Agent"", ""SMTP""]","[""Mail Server""]","[""Exchange Admin Tools""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Corporate Communications,Infrastructure,"[25, 110, 143]","[""SMTP"", ""IMAP""]","[""Messaging Server""]","[""Exchange Admin Tools""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Messaging,Infrastructure,"[25, 587, 993]","[""Mail Transfer Agent"", ""SMTP""]","[""Messaging Server"", ""Management Tools"", ""Remote Administration""]","[""Mail Gateway Connector""]"
Mail Server,Windows Server,Windows Server 2016,SRV,Email Infrastructure,IT,"[25, 110, 143]","[""Mail Transfer Agent"", ""SMTP"", ""SMTP""]","[""Messaging Server""]","[""Mail Gateway Connector"", ""AV Scanner""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Corporate Communications,IT,"[25, 110, 143]","[""Exchange"", ""SMTP"", ""POP3""]","[""Messaging Server""]","[""Mail Gateway Connector""]"
Mail Server,Windows Server,Windows Server 2016,SRV,Messaging,IT,"[25, 587, 993]","[""Mail Transfer Agent"", ""SMTP"", ""Event Log"", ""WinRM""]","[""Mail Server""]","[""Mail Gateway Connector"", ""Endpoint Protection""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Email Infrastructure,Infrastructure,"[25, 110, 143]","[""Mail Transfer Agent"", ""SMTP"", ""IMAP""]","[""Mail Server"", ""Management Tools"", ""Remote Administration""]","[""Mail Gateway Connector""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Corporate Communications,IT,"[25, 587, 993]","[""Mail Transfer Agent"", ""SMTP"", ""RDP""]","[""Messaging Server""]","[""Microsoft Exchange""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Email Infrastructure,IT,"[25, 465, 587, 993]","[""Mail Transfer Agent"", ""SMTP""]","[""Messaging Server""]","[""Exchange Admin Tools"", ""PowerShell"", ""Monitoring Agent""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Messaging,Infrastructure,"[25, 110, 143]","[""SMTP"", ""IMAP""]","[""Messaging Server""]","[""Mail Gateway Connector""]"
Mail Server,Windows Server,Windows Server 2016,SRV,Email Infrastructure,Infrastructure,"[25, 110, 143]","[""Mail Transfer Agent"", ""SMTP"", ""SMTP""]","[""Mail Server""]","[""Exchange Admin Tools"", ""PowerShell""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Email Infrastructure,IT,"[25, 587, 993]","[""SMTP"", ""IMAP"", ""WinRM""]","[""Mail Server""]","[""Microsoft Exchange""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Messaging,IT,"[25, 587, 993]","[""Exchange"", ""SMTP"", ""WinRM"", ""RDP""]","[""Mail Server""]","[""Mail Gateway Connector""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Messaging,IT,"[25, 587, 993]","[""SMTP"", ""IMAP""]","[""Messaging Server""]","[""Mail Gateway Connector"", ""Monitoring Agent""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Email Infrastructure,Infrastructure,"[25, 465, 587, 993]","[""Mail Transfer Agent"", ""SMTP""]","[""Mail Server""]","[""Mail Gateway Connector"", ""Backup Agent"", ""Monitoring Agent""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Email Infrastructure,IT,"[25, 110, 143]","[""Exchange"", ""SMTP""]","[""Messaging Server""]","[""Mail Gateway Connector"", ""Backup Agent""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Email Infrastructure,IT,"[25, 587, 993]","[""SMTP"", ""IMAP"", ""SMTP""]","[""Mail Server""]","[""Microsoft Exchange""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Messaging,Infrastructure,"[25, 110, 143]","[""Mail Transfer Agent"", ""SMTP"", ""SMTP""]","[""Mail Server"", ""Management Tools""]","[""Microsoft Exchange"", ""AV Scanner"", ""Sysmon""]"
Mail Server,Windows Server,Windows Server 2016,SRV,Email Infrastructure,Infrastructure,"[25, 110, 143]","[""Mail Transfer Agent"", ""SMTP"", ""WinRM"", ""Event Log""]","[""Mail Server"", ""Remote Administration""]","[""Exchange Admin Tools"", ""PowerShell""]"
Mail Server,Windows Server,Windows Server 2016,SRV,Messaging,IT,"[25, 465, 587, 993]","[""Exchange"", ""SMTP""]","[""Messaging Server""]","[""Exchange Admin Tools""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Corporate Communications,Infrastructure,"[25, 110, 143]","[""Exchange"", ""SMTP"", ""WinRM"", ""RDP""]","[""Mail Server""]","[""Mail Gateway Connector"", ""Backup Agent""]"
Mail Server,Windows Server,Windows Server 2016,SRV,Messaging,Infrastructure,"[25, 465, 587, 993]","[""Exchange"", ""SMTP"", ""WinRM""]","[""Messaging Server"", ""Management Tools"", ""Remote Administration""]","[""Microsoft Exchange"", ""PowerShell""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Email Infrastructure,IT,"[25, 587, 993]","[""SMTP"", ""IMAP"", ""Event Log"", ""POP3""]","[""Mail Server""]","[""Mail Gateway Connector"", ""Monitoring Agent""]"
Mail Server,Windows Server,Windows Server 2016,SRV,Email Infrastructure,IT,"[25, 110, 143]","[""Mail Transfer Agent"", ""SMTP""]","[""Mail Server""]","[""Microsoft Exchange"", ""Sysmon""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Email Infrastructure,Infrastructure,"[25, 465, 587, 993]","[""SMTP"", ""IMAP"", ""RDP""]","[""Mail Server""]","[""Mail Gateway Connector"", ""PowerShell"", ""Endpoint Protection""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Corporate Communications,IT,"[25, 465, 587, 993]","[""Exchange"", ""SMTP""]","[""Messaging Server"", ""Management Tools"", ""Remote Administration""]","[""Microsoft Exchange""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Corporate Communications,IT,"[25, 587, 993]","[""Mail Transfer Agent"", ""SMTP""]","[""Messaging Server""]","[""Exchange Admin Tools"", ""AV Scanner"", ""Backup Agent""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Messaging,Infrastructure,"[25, 465, 587, 993]","[""Exchange"", ""SMTP""]","[""Mail Server"", ""Remote Administration""]","[""Microsoft Exchange"", ""Backup Agent"", ""PowerShell""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Messaging,IT,"[25, 587, 993]","[""SMTP"", ""IMAP"", ""RDP"", ""Event Log""]","[""Mail Server""]","[""Mail Gateway Connector"", ""Backup Agent"", ""PowerShell""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Messaging,Infrastructure,"[25, 110, 143]","[""SMTP"", ""IMAP"", ""Event Log""]","[""Mail Server""]","[""Microsoft Exchange"", ""Sysmon""]"
Mail Server,Windows Server,Windows Server 2016,SRV,Email Infrastructure,IT,"[25, 110, 143]","[""SMTP"", ""IMAP""]","[""Messaging Server"", ""Remote Administration"", ""Management Tools""]","[""Mail Gateway Connector""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Email Infrastructure,IT,"[25, 465, 587, 993]","[""Mail Transfer Agent"", ""SMTP""]","[""Messaging Server"", ""Remote Administration"", ""Management Tools""]","[""Exchange Admin Tools""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Email Infrastructure,Infrastructure,"[25, 465, 587, 993]","[""Mail Transfer Agent"", ""SMTP"", ""SMTP""]","[""Mail Server""]","[""Microsoft Exchange"", ""Backup Agent""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Messaging,Infrastructure,"[25, 110, 143]","[""SMTP"", ""IMAP"", ""Monitoring Service"", ""SMTP""]","[""Messaging Server"", ""Management Tools"", ""Remote Administration""]","[""Microsoft Exchange""]"
Mail Server,Windows Server,Windows Server 2016,SRV,Messaging,Infrastructure,"[25, 110, 143]","[""SMTP"", ""IMAP"", ""IMAP""]","[""Messaging Server""]","[""Mail Gateway Connector""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Email Infrastructure,IT,"[25, 587, 993]","[""Exchange"", ""SMTP"", ""POP3""]","[""Messaging Server""]","[""Microsoft Exchange""]"
Mail Server,Windows Server,Windows Server 2016,SRV,Messaging,IT,"[25, 110, 143]","[""Mail Transfer Agent"", ""SMTP""]","[""Messaging Server"", ""Management Tools""]","[""Microsoft Exchange""]"
Mail Server,Windows Server,Windows Server 2016,SRV,Email Infrastructure,IT,"[25, 587, 993]","[""Exchange"", ""SMTP"", ""Event Log"", ""POP3""]","[""Mail Server""]","[""Exchange Admin Tools""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Email Infrastructure,IT,"[25, 587, 993]","[""Mail Transfer Agent"", ""SMTP""]","[""Mail Server""]","[""Microsoft Exchange"", ""Sysmon""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Corporate Communications,Infrastructure,"[25, 587, 993]","[""Mail Transfer Agent"", ""SMTP""]","[""Messaging Server""]","[""Mail Gateway Connector""]"
Mail Server,Windows Server,Windows Server 2016,SRV,Email Infrastructure,IT,"[25, 110, 143]","[""SMTP"", ""IMAP""]","[""Mail Server""]","[""Mail Gateway Connector""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Email Infrastructure,IT,"[25, 110, 143]","[""Mail Transfer Agent"", ""SMTP"", ""IMAP""]","[""Messaging Server""]","[""Mail Gateway Connector""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Email Infrastructure,IT,"[25, 465, 587, 993]","[""Mail Transfer Agent"", ""SMTP"", ""SMTP""]","[""Messaging Server""]","[""Microsoft Exchange""]"
Mail Server,Windows Server,Windows Server 2016,SRV,Email Infrastructure,IT,"[25, 110, 143]","[""Mail Transfer Agent"", ""SMTP""]","[""Mail Server""]","[""Mail Gateway Connector""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Corporate Communications,IT,"[25, 110, 143]","[""SMTP"", ""IMAP"", ""SMTP""]","[""Messaging Server""]","[""Microsoft Exchange"", ""Backup Agent""]"
Mail Server,Windows Server,Windows Server 2022,SRV,Corporate Communications,Infrastructure,"[25, 110, 143]","[""Exchange"", ""SMTP""]","[""Mail Server""]","[""Microsoft Exchange"", ""Sysmon""]"
Mail Server,Windows Server,Windows Server 2019,SRV,Messaging,Infrastructure,"[25, 587, 993]","[""SMTP"", ""IMAP""]","[""Mail Server""]","[""Exchange Admin Tools"", ""Endpoint Protection"", ""PowerShell""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Remote Access,IT,"[443, 1723]","[""VPN"", ""IPsec""]","[""VPN Server"", ""Remote Administration""]","[""RRAS""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Remote Access,Infrastructure,"[443, 1194]","[""VPN"", ""IPsec""]","[""Remote Access""]","[""IPsec Tools""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Secure Connectivity,Infrastructure,"[443, 1723]","[""PPTP"", ""Remote Access"", ""WinRM""]","[""VPN Server""]","[""RRAS"", ""Endpoint Protection""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Remote Access,IT,[1723],"[""VPN"", ""IPsec""]","[""Remote Access"", ""Management Tools""]","[""IPsec Tools"", ""AV Scanner"", ""Monitoring Agent""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Partner Connectivity,Infrastructure,"[443, 500, 1701, 4500]","[""OpenVPN"", ""VPN"", ""Monitoring Service"", ""WinRM""]","[""Remote Access"", ""Remote Administration"", ""Management Tools""]","[""RRAS""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Remote Access,Security,"[443, 500, 1701, 4500]","[""VPN"", ""IPsec""]","[""VPN Server""]","[""OpenVPN"", ""Backup Agent""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Secure Connectivity,IT,"[443, 1194]","[""OpenVPN"", ""VPN""]","[""Remote Access""]","[""RRAS""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Secure Connectivity,Infrastructure,"[443, 1194]","[""VPN"", ""IPsec"", ""Monitoring Service"", ""WinRM""]","[""VPN Server"", ""Remote Administration"", ""Management Tools""]","[""IPsec Tools""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Remote Access,Infrastructure,"[443, 500, 1701, 4500]","[""PPTP"", ""Remote Access"", ""RDP"", ""Event Log""]","[""Remote Access"", ""Remote Administration"", ""Management Tools""]","[""RRAS"", ""PowerShell""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Partner Connectivity,Security,"[443, 1194]","[""PPTP"", ""Remote Access"", ""WinRM"", ""Event Log""]","[""VPN Server""]","[""OpenVPN""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Secure Connectivity,Security,"[500, 1701, 4500]","[""VPN"", ""IPsec""]","[""Remote Access""]","[""IPsec Tools""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Partner Connectivity,Security,"[443, 500, 1701, 4500]","[""PPTP"", ""Remote Access""]","[""Remote Access""]","[""RRAS""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Remote Access,IT,"[443, 500, 1701, 4500]","[""VPN"", ""IPsec""]","[""Remote Access"", ""Remote Administration""]","[""IPsec Tools""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Remote Access,Security,"[443, 500, 1701, 4500]","[""OpenVPN"", ""VPN"", ""Monitoring Service"", ""Event Log""]","[""Remote Access""]","[""OpenVPN"", ""Backup Agent"", ""PowerShell""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Secure Connectivity,Infrastructure,"[443, 1194]","[""OpenVPN"", ""VPN""]","[""Remote Access""]","[""OpenVPN"", ""Backup Agent"", ""Monitoring Agent""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Partner Connectivity,Infrastructure,"[443, 500, 1701, 4500]","[""OpenVPN"", ""VPN""]","[""VPN Server""]","[""OpenVPN""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Secure Connectivity,IT,[1723],"[""VPN"", ""IPsec""]","[""Remote Access"", ""Management Tools""]","[""RRAS""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Secure Connectivity,Security,[1723],"[""PPTP"", ""Remote Access""]","[""VPN Server""]","[""OpenVPN""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Remote Access,IT,"[443, 1723]","[""OpenVPN"", ""VPN"", ""Event Log"", ""Monitoring Service""]","[""VPN Server""]","[""OpenVPN""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Partner Connectivity,Security,"[443, 1723]","[""OpenVPN"", ""VPN"", ""WinRM"", ""RDP""]","[""Remote Access""]","[""IPsec Tools"", ""PowerShell"", ""Endpoint Protection""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Partner Connectivity,Infrastructure,"[443, 500, 1701, 4500]","[""VPN"", ""IPsec"", ""Monitoring Service""]","[""VPN Server""]","[""RRAS""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Remote Access,Security,"[443, 1723]","[""OpenVPN"", ""VPN"", ""Event Log"", ""Monitoring Service""]","[""VPN Server""]","[""IPsec Tools""]"
